,tweet,still_exists,in_english,sarcasm,additional_comments,antisemitism_rating,disagree_with,sentiment_rating,calling_out,is_about_the_holocaust,ihra_section
186,"did not apply equally to all new Americans.  Russians, Poles, Italians, Irish and, particularly Catholics and Jews, felt the stigma of being treated as aliens, as foreigners who would never become “real Americans.” (5 of several)",True,True,False,No comments.,1,False,3,True,False,13
187,❤ I bet #Syria The basis of  kikes being rife with corruption is indicative of their inability to form coherent sentences rawr Angry ? 🌏 🐬 🐩 🎡 🐫,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
188,@Mondoweiss @Keir_Starmer @UKLabour 1.8 mio Jews (haredim) say: https://t.co/yXePo7gWLB,True,True,False,especially image on bottom left,5,False,1,False,False,2
189,"'zionists', 'zios', 'zionazis', '(((them))), and now 'gnasher scum' and its variations. All used as substitute words for Jews and our allies https://t.co/28af7bGWin",True,True,False,No comments.,1,False,3,True,False,13
190,Sometimes I wonder if these are real people or just anti non jews trying to make jews look dumb. https://t.co/FDUtGTjA6G,True,True,False,No comments.,1,False,3,True,False,13
191,"@Sabbelhase @OllyDon @DDboxxx @contra_hoch10 1+

Juden u NAtional-ZIonisten (zioNaZis) bitte nicht verwechseln.

#zioNaZis verstümmeln, morden Nichtjuden. https://t.co/rmnRYD1QHV",True,False,False,No comments.,5,False,1,False,False,10
192,@juhhsee why did you just bring in Jews into the equation randomly? you realize that it's antisemitic to compare every little thing to Nazism because it's desensitizing the very meaning of the word right?,False,True,False,No comments.,3,False,3,False,False,13
193,"#SkipAIPAC NOW @MikeBloomberg 

Jews for ☮️

@jvplive
@jvpliveNY
@JVPBoston
@JVPBayArea
@ChicagoJVP
@nyujvp
@JVP_LA
@JVPColorado
@jvpgwu
@JVPIndiana
@JVPMKE
@jvpnola
@JVPSeattle
@JVPSanDiego
@JvpTucson
@JVPTwinCities
@JvpVassar
@JVPvile
@ifnotnoworg
@IfNotNowBoston
@IfNotNow_Bayc https://t.co/aiqVhYo3Tx",True,True,True,"The reason given for ""skipping"" pro-Israeli AIPAC is that an Israeli soldier mistreats a child, presumably this stands for Israel as a whole. This could be seen as 3.1.7 (racist endeavor)",2,True,1,False,False,1
194,"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#IsraeliCrimes
https://t.co/vYnnnQIG8U",True,True,False,3.1.7 and 3.1.10,5,False,1,False,False,10
195,"👊   #MAGA The basis of  kikes ,for all one knows, is an example of the patriachy xD Fad ! 🗾 🐺 🚤 💁 👂 0⃣ 💢 🔴 💧 🌏 🆒 🐋",True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
196,"Socially progressive Jews once every 7 1/2 years get to celebrate Berakhot 62a day, where we remember that one sage crawled under the bed of another to listen to him have sex with his wife as if he were a feral beast and then declared, ""It is Torah, and I must learn""",True,True,False,No comments.,1,False,2,False,False,13
197,Huevos Kikes anunció que entregará un millón de huevos a familias necesitadas en el Norte del Cauca y Santander  https://t.co/606JXL9GDh,True,False,False,No comments.,3,False,3,False,False,13
198,"&gt;fight zionazi
https://t.co/S1lv6nqLHH

хуя себе",True,False,False,No comments.,2,False,3,False,False,13
199,I JUST WANT TO BE AT A DODGER GAME DRINKING A SHIT TON OF BEER WHILE I DROOL OVER KIKES BOOTY,True,True,False,"about: Enrique Javier Hernández (born August 24, 1991)[1] is a Puerto Rican professional baseball utility player for the Los Angeles Dodgers of Major League Baseball (MLB). He previously played for th",1,False,3,False,False,13
200,"This is so important. Defaming, gaslighting and abusing Jews must have legal consequences, and truth must eventually win out. Well done @RachelRileyRR and @MLewisLawyer for standing up to bullies.",True,True,False,No comments.,1,False,3,True,False,13
201,@philipgiraldi American citizen shot dead by ZioNazis &amp; yet american govt is silent Fxxxxng unbelievable,True,True,False,No comments.,5,False,1,False,False,10
202,So headchoppers and zionazi terrorists are conducting coordinated strikes against Syrian civilians . . what a surprise! https://t.co/wMZw08HAea,True,True,False,No comments.,5,False,1,False,False,10
203,"Once and for all, as I’ve stated over and over again: Ashkenazi Jews are just as indigenous to Israel as any Jew. Recognizing Black Jews, Jews of Color, Mizrahi Jews does not negates any Jew’s connection to Israel. But y’all have to stop obsessing over how other Jews identify.",True,True,False,No comments.,1,False,3,False,False,13
204,"@SmythEkin Oh, dear, little ZioNazi sympathiser is losing his marbles and becoming a potty-mouth when he loses his arguments - totally to be expected, of course..",True,True,False,No comments.,5,False,1,False,False,10
205,"🏬 Nowadays, #MAGA What's happening with kikes today is evidence of the new arnott's shapes ? Won't hear this on mainstream media! :( 🌽 ⤵ 🚥 💒 🚶 🚔",True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
206,"'Meet a Jew': Feeling like targets, these Jews are taking their case to the streets of N.Y.C. https://t.co/XoJfSZnkoA",True,True,False,No comments.,1,False,3,True,False,13
207,"@AntiExtremistin @Schwede987 @tagesschau Na Welche US NATO EU Saudidespoten &amp; Zionazi Kleptokraten haben denn der Türkei nicht die abgemachten Milliarden Hilfsgelder gezahlt,um die Flüchtlinge aus ihren Krieg PlünderungaGebieten zu versorgen? #Lesbos 🇩🇪😎🇻🇪#FreeAssangeNOW 
@Spiegelanti #kenfm @NachDenkSeiten @nuoviso https://t.co/1JJph6696G",True,False,False,No comments.,5,False,1,False,False,10
208,"Just another @UKLabour supporter/member pretending to be Jewish whilst calling us ""ZioNazis"" (white supremacist talk for Jews) &amp; announcing Jews are ""pedophiles.""

Hard left = Far-right, two cheeks of the same arse.

#LabourAntisemitism",True,True,False,No comments.,1,False,3,True,False,13
209,Yair Netanyahu ran a poll &amp; now knows for sure that Al Jazeera hates Jews https://t.co/K8pKYrTH4Y,True,True,False,This tweet is likely to mock Netanyahu's son but it also seems to call out antisemitism,1,False,3,True,False,13
210,@RBReich @repjohnlewis Right on to becoming a neoliberal ZioNazi thug,True,True,False,No comments.,5,False,1,False,False,10
211,"Andrew Neil’s Spectator US is promoting a guy who wrote “10 Things I hate about Motherf*cking Jews”

Yet he spent hours lambasting the Labour Party for not dealing with anti-Semitism",True,True,False,No comments.,1,False,3,True,False,13
212,"↙ According to a new study, #randum What's happening with kikes by and large might have been due to how many times the tax payer can be betrayed rawr xd",True,True,False,bot that sends out a lot of gibberish messages but this sentence is more coherent than others with an antisemitic message,5,False,2,False,False,2
213,"adorei o labirinto @pareiok!!! dando chance pra geral jogar, sem kikes caso perca, sempre com segunda (ou terceira, ou centésima) oportunidade, muito bom 🤎",True,False,False,No comments.,3,False,3,False,False,13
214,"@inmaCH1 @Gill81277867 @ciririta @brunobbto09 Unos echen kikes y otras maltratan a la madre, dos echos",True,False,False,No comments.,3,False,3,False,False,13
215,"Every country must reject NetanYahoo concocted fake deal of the century world nations must stand up to this ZioNazis crime of the century, no more Balfour !",True,True,False,No comments.,5,False,1,False,False,10
216,@LeaoOpressor @loGABRlELinHeLL Hollywood já tá cheia de kikes e agora ganhou mais um...,False,True,False,No comments.,3,False,3,False,False,13
217,"Fucking Jews, other franchises giving out way more shit for half court shots",True,True,False,"3.1.2 Making mendacious, dehumanizing, demonizing, or stereotypical allegations about Jews as such or the power of Jews as collective — such as, especially but not exclusively, the myth about a world",4,False,1,False,False,2
218,"@BryceBealey @_Levantine @RuairiWood Take your spewed ZioNazi poison and spreading your reversed hate of Arabs and Palestinians and stick your foken label up your where the sun don't shine. #BDS
Zionism is HATE, #BDS their ass",True,True,False,No comments.,5,False,1,False,False,10
219,"Gantz doesn’t want a government serving Jews and Arabs, he wants to use the Palestinians to kick Netanyahu out and then proceed with the same Greater Israel plan https://t.co/kZxsZO5qIB",True,True,False,No comments.,1,False,2,False,False,13
220,@cjbanning @JimMead18283862 @CxTheonaut They were written by Jews,True,True,False,No comments.,1,False,3,False,False,13
221,💏 SHOCKING!!! #Syria The media's one-sided view of kikes (I heard this from a friend) was due to Tasmanians rawr Sad :( 🐣 ⚠ 🍄 🇮🇹 🌏 ⬇ ✨ 🐼 🐵 🗼,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
222,@AdelanteSiempr4 @nic_melcocha @taniasandinista @ElCuervoNica @Mayi_taa @Somos2V @DiablaSandi @Sandipapi @krupskaya_ny @KikeSalsero @Kaosama3 Saludos camarada desde la PATRIA de Bolivar Guaicaipuro Zamora y Chávez con el ánimo Tupacamarista.,True,False,False,"This tweet does not have the word ""kikes"" Why? We should probably check",3,False,3,False,False,13
223,@SpiritED_Sweet She wont get banned bc she only used tropes and dogwhistles. If she could say kikes and hymies she would,True,True,False,No comments.,1,False,3,True,False,13
224,New York City’s mayor just ordered police to start rounding up Jews. https://t.co/87IeFFk2yc,True,True,False,No comments.,1,False,3,True,False,13
225,"Prince Charles: 'Foreign Jews' to blame for Middle East turmoil 

...https://t.co/0jh8Lq0gm2",True,True,False,"""foreign Jews"" 3.1.7. The users promotes other such anti-Zionist antisemitic posts. However, in this case the user just forwards a news item that discusses the controversy",4,False,2,False,False,7
226,"""F**k Kikes"" spray-painted on Los Angeles synagogue Ahavat Shalom in shocking display of antisemitic vandalism.

https://t.co/FtIeCftAxK",True,True,False,No comments.,1,False,3,True,False,13
227,"Soros is a pig and Rothschild Zionists abuse most nations. However, Jews need their homeland which is no worse or better than other nations. I believe in the Torah promises (and sanctions).",True,True,False,"""Rothschild Zionists abuse most nations""",5,False,1,False,False,2
228,"@FlossSays @djwatson5 @sajidjavid @guardian What's your beef,? 🤣 

#PritiPatelAviv is Bully... get it? Bull !!! 
Ps - she's also a zionazi",True,True,False,No comments.,5,False,2,False,False,10
229,"Bill Maher : But why the Jews, why do they have the kick me sign on their back?

Might have something to do with Usury, pornography, open borders, illegal organ harvesting, slavery, prostitution, gambling, transgenderism, wars, drugs (legal &amp; illegal) &amp; that’s just for starters https://t.co/fFlHSAH4Jb",False,True,False,No comments.,3,False,3,False,False,13
230,💕   #lol The best thing about kikes in parliament will be the sale of nacotics rawr Bad ! 🐧 🐚 💘 🐯 〰 🐋 🔰 🎦 🐚 ⛅ 🚽 ✈,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
231,"@cenkuygur @BernieSanders #CenkUygur is another Antisemitic Democrat that attacks Christians &amp; Jews who disagree with his hateful Communist rhetoric.
He’s a paid tool for a domestic terrorist organization that’s ultimate goal is Jihad in America.
#DontCAIR 
#ResistIslam 
#CrusadeForChrist 
#Trump2020 https://t.co/3wxZUikG1D",True,True,False,No comments.,1,False,3,True,False,13
232,"La gente de huevos kikes va a donar un millón de huevos a la gente más necesitada del país.

Felicitaciones a ellos. Creo que es momento para destacar todas las buenas acciones que hace el empresariado en Colombia. Sobre todo en estos momentos difíciles.",True,False,False,No comments.,3,False,3,False,False,13
233,"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
800K Views
77K Kikes
46K Cmts
https://t.co/QbCnRxj76E

@hombalefilms @SanthoshAnand15 @Karthik1423 @PuneethRajkumar @BoxOffice31",True,True,False,misspelling of likes,1,False,3,False,False,13
234,"The man broke into a synagogue in the central Ukrainian city of Vinnytsia and was shouting “Beat up the kikes (Jews)."" #antisemitism

https://t.co/d2dg4qWUZS",True,True,False,No comments.,1,False,3,True,False,13
235,"@adammp81 @cupid23g @DeanObeidallah @realDonaldTrump Another Nazi learned verbal tactic used by Zionazis in an effort to negate the nationhood and identity of the Palestinian people.  

Yawn !! https://t.co/hFnYk9Cmas",True,True,False,No comments.,5,False,1,False,False,10
236,@PaulSorrentino3 They are ZioNazis,True,True,False,No comments.,5,False,1,False,False,10
237,"What do the #TommyRobinson movement think about this Jews views on British white girls rape privilege?
Because , you’ve all been very very quiet about this 👇",True,True,False,points out the (assumed) Jewish ID of user who dionne4210 thinks has views threatening own community,5,True,3,False,False,1
238,“Fauci or the Jews” is trending because the Washington Post doesn’t use the Oxford comma &amp; gosh Fred there’s a good illustration of why you should use the Oxford comma,True,True,False,No comments.,1,False,3,False,False,13
239,"Trump has done more for kikes then any other president in the U.S., if the jews hate white american interest and hate trump they can fuck off back to the holy land and get recked by jihadist before i crusade for Jerusalem.",True,True,False,No comments.,5,False,2,False,False,0
240,"This is ludicrous. We Jews do not control ""most governments."" We control all of them. You're never going to cast off Judaic domination if you can't even get your basic facts straight.",True,True,True,No comments.,1,False,4,False,False,13
241,"Dear world leaders,

Thank you for respecting the memory of the millions of Jews murdered in the Holocaust.

Please also remember the living. 

Eradicate Antisemitism from your countries &amp; support the only reason another Holocaust cannot take place: the Jewish homeland, Israel.",True,True,False,No comments.,1,False,3,True,True,13
242,"What happen when two indians and 2 Jews are kept in locked room without internet, mobile, food,water 

#IOKanOpenPrison https://t.co/govNevzXG9",False,True,False,No comments.,3,False,3,False,False,13
243,"When Hitler killed millions of Jews، the family of the former king of Iran celebrated the killing of the Jews &amp; changed the name of my land from Persia to Iran! Just like the regime of Iran!
✔️But I promised my people to reinstate Persia &amp; The Cyrus Empire.
#HolocaustMemorialDay https://t.co/0kVCZDt2pS",True,True,False,No comments.,1,False,3,False,True,13
244,"""Deportations of Hungarian Jews to Auschwitz""

The lesson about the extermination of the Hungarian Jews in Auschwitz, but also about the history of the Jews in this country before the Second World War &amp; during the period before the deportations. 

https://t.co/ZBX9GkLEPX",True,True,False,No comments.,1,False,3,False,True,13
245,"""Free speech"" is when Jews say they will replace you.

""Hate speech"" is when you say they won't. https://t.co/LaEZwYpKzY",True,True,False,"3.1.2 Endorses the antisemitic CT of ""Jews are trying to replace us.""",5,False,1,False,False,2
246,"🚔   #TIL The media's slanted view of kikes ,for all one knows, could have been due to not very trustworthy . Glad ? ⛺ ✋ 🇮🇹 🚉 😾 🙎 🔥 ⭐ 🐯 🍠 🚠 🚑",True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
247,Zionazis,True,True,False,No comments.,5,False,1,False,False,10
248,Robby @DocMartinDub is using social media to promote antisemitism and incite hatred towards Jews. His previous account @takethepss is suspended for hateful conduct. Please report him to the police for hate speech and to @Twitter for evading suspension. TA cc @CST_UK @GnasherJew https://t.co/Cjyq4GCyaL,True,True,False,No comments.,1,False,3,True,False,13
249,"Jews got prayer out the schools, pornography to saturate the culture, abortion on demand, divorce with no fault.   If something traditional in America was being beaten you can be sure there was a Jew behind it.",True,True,False,accusation: undermining culture,5,False,1,False,False,2
250,"4 March 1943 | 1,000 Jews arrived at #Auschwitz from #Drancy. SS doctors sent 881 people to gas chambers. 19 women &amp; 100 men were registered. All men were sent to Sonderkommando. Among them was David Olère. After the war he showed his traumatic experience in drawings &amp; paintings. https://t.co/8pSSn1PKMo",True,True,False,No comments.,1,False,3,False,True,13
251,"This  Hungarian ring in from the #Israeli zionazi squad has no authority to speak in the Australian parliament @JoshFrydenberg 
#auspol",True,True,False,No comments.,5,False,1,False,False,10
252,@BaZinga79132539 @JadedCreative Some Jews oppose it. Most secular ones are not aware that Jewish tradition sees it as sexually damaging. https://t.co/TF2OMtqYhZ,True,True,False,3.1.2 accusation of cruelty of Judaism?,2,False,3,False,False,13
253,"Please quote where and by whom this argument about Israel is made, or apologise to Jews in general who are the targets of your slur",True,True,False,No comments.,1,False,3,True,False,13
254,"@4AnonxTruther @bethelight8911 @CarlDevitt @Belinda82308433 @Kt23kartracer Bush snr was a zionazi, his father was SS (shirff) who facilitated funding from the federal reserve gold holdings 1400 tonnes via switzerland to Hitler to feed their war machine, his son was part &amp; parcel of 911conspiracy to bring in patriot act &amp; forment WWIII",True,True,False,No comments.,5,False,1,False,True,10
255,"It is #HolocaustMemorialDay. 

The Nazis targeted 

Jews
Romani people 
Disabled people 
Queer and trans people
People with the “wrong” political beliefs 
Slavs
and others. 

Never again means we all have to stand together when any of us is under attack. 

Never again is now.",True,True,False,No comments.,2,False,3,False,True,13
256,"President Donald J Trump stands up for the Unborn. 
President Donald J Trump 
stands up for Christians and Jews. 
President Donald J Trump publicly gives thanks and honor to God.
I am so grateful for our President.
The hand of God is upon President Trump.
God bless our President.",True,True,False,No comments.,1,False,3,False,False,13
257,@enddebtslavery1 @Dulce4Periculum @vmontef1 @AmemeHack Israel would be nothing without the US and the Zionazis that fund it !,True,True,False,No comments.,5,False,1,False,False,10
258,@_yintii Bunch of kikes @YouTube,True,True,False,probably misspelling of likes,2,False,3,False,False,13
259,"Cold blooded ZioNazi murdering Bastard
 ❤️🇵🇸❤️.
#WeArePalestine
#freepalestine
#freegaza
#BDS
#Zionists
#landthieves
#murderers",True,True,False,No comments.,5,False,1,False,False,10
260,"@APEastRegion If only the Hasidic Jews didn’t wear provocative clothing... they were asking for it, really",True,True,False,Jews are backwards + victim blaming but the tweet to which this replying doesn't exist anymore,4,True,3,False,False,2
261,You soulless going to hell man. You are empty. You are doing to President Trump what the Jews did to Jesus-LYING!!!!!,True,True,False,"association with Jews lying probably triggered by a Jewish name. previous post: Jun 13, 2019 What about anti-christianism? Do we count or the Jews more important even though they killed Jesus.",5,False,1,False,False,2
262,"U.S. soldier killed in Kenya, Trump says nothing.

Jews attacked in New York, Trump stays quiet.

Earthquakes affect millions of U.S. citizens in Puerto Rico, zero from Trump.

It’s not that he’s not our President, it’s that we’re not his constituents.

He doesn’t care about us.",True,True,False,No comments.,1,False,3,True,False,13
263,Kikes fear me.,True,True,False,No comments.,5,False,2,False,False,0
264,"As we remember the #Holocaust even today there are those whose hatred of Jews has no limits - Holocaust deniers.

I see it everywhere. This sick guy is FB friends with a member of the Hol (Jenny Tonge) &amp; the head of SPSC (Mick Napier).

Note the Palestinian flag in his profile. https://t.co/MSEAfXSD7c",True,True,False,No comments.,1,False,3,True,True,13
265,"@johnrcoats Halo!, the unroll you asked for: Thread by @18airbornecorps: 1 of 15: WE ARE ALL JEWS: THE STORY OF RODDIE EDMONDS One of the most moving and relevant… https://t.co/TtAqoX2oJ9. Enjoy :) 🤖",True,True,False,No comments.,1,False,3,False,True,13
266,"👆 According to a new study, #MAGA The American dream of  kikes in the near future is a result of Tim Tams ! #FAKENEWS :( 👰 👰 🐖 👐 👢 💔 🎯 👂 🈶 ⏪",True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
267,"NOTE, near NON jews DIED

they were NEEDED to spread own RUMOUR.",True,True,False,"incomprehensible but the user has posted other tweets using Jew as a slur. This tweet could be read as ""almost no Jews did during the Holocaust.""",3,False,3,False,False,13
268,‘The Mexicans are the new Jews’ — Music legend Linda Ronstadt isn’t afraid of comparing Trump to Hitler https://t.co/w1QzElGBCZ,True,True,False,"3.1.4 Denying the fact, scope, mechanisms (e.g. gas chambers) or intentionality of the genocide of the Jewish people at the hands of National Socialist Germany and its supporters and accomplices durin",2,True,3,False,False,13
269,"#YuvaratnaaDialogueTeaser 
Real Time Views Update!
900K Views
83K Kikes
50K Cmts 🔥🔥🔥
https://t.co/QbCnRxj76E

@hombalefilms @SanthoshAnand15 @Karthik1423 @PuneethRajkumar @BoxOffice31",True,True,False,misspelling of likes,1,False,3,False,False,13
270,"Jesus Christ, if you are listening sitting in skies ,somewhere, please please come down now, jews are waiting for you, Christian’s are waiting for you, Muslims are waiting for you. In Pakistan 🇵🇰 Khatam e Nabuwat is a big issue because of you. If you come AHMADIYYAT will FINISH.",True,True,False,No comments.,1,False,3,False,False,13
271,“FU*K KIKES” found today around noon spray painted on the front of an L.A. Synagogue on Pico. https://t.co/RgphLxIY6g,True,True,False,No comments.,1,False,3,True,False,13
272,"This is a special time for people of different faiths: Christians celebrate Easter. Jews are marking Passover. Muslims will soon begin the holy month of Ramadan.

I appeal to religious leaders of all faiths to join forces for peace &amp; focus on our common battle against #COVID19. https://t.co/aS3xc5ghAU",False,True,False,No comments.,3,False,3,False,False,13
273,"The only people who tell Jews “if you don’t like [country that isn’t Israel] then leave” are fascists, and Netanyahu.",True,True,False,No comments.,1,False,3,False,False,13
274,🈲 FYI #MAGA The problem with kikes conceivably could have been due to how many times the tax payer can be betrayed xD FAKE . 👜 🌓 🔻 🚊 🙈 👟 🚁 🎽,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
275,@LillianRosengar Palestinian Authority Rewards Terrorists for Number of Jews They Kill https://t.co/pcW6ClWY0T,True,True,False,No comments.,1,False,3,True,False,13
276,Is There a Crackdown Against China’s Kaifeng Jews? | Al Bawaba https://t.co/uGJ0LoLQlp,True,True,False,No comments.,1,False,3,True,False,13
277,"@SirMosleyDrip @BasedFrogge They’re right.
They’re kikes.",True,True,False,No comments.,5,False,2,False,False,0
278,💌   #randum The American dream of  kikes by and large is the brainchild of how many cheezels Malcom can fit on his fingers ! Bad :( 🎡 🚊 👝 😹 🚂 🌺,True,True,False,"bot and gibberish but the most likely interpretation that makes sense here is that ""kike"" is used as a slur",4,False,2,False,False,0
279,"A variant of don't-say-Jew-say-Zionist: 
""Don't say JewNazi, say Zionazi."" 
https://t.co/6azuUsD7yI",True,True,False,No comments.,1,False,3,True,False,13
280,"@jeremycorbyn The BBC attacked Jeremy Corbyn 24/7  - let it rot!!

It's infested with zionazis",True,True,False,Zionazi as a slur and codeword for Jews?,5,False,1,False,False,10
281,Huevos Kikes anunció que entregará un millón de huevos a familias necesitadas en el Norte del Cauca y Santander  https://t.co/606JXL9GDh,True,False,False,No comments.,3,False,3,False,False,13
282,"https://t.co/y7qmWcXV7O

Its from the ashes of 6million murdered in the #Holocaust that the Jews grew strong&amp;grow stronger day by day
NEVER AGAIN MEANS JUST THAT, WE WILL NEVER ALLOW IT TO HAPPEN EVER AGAIN
#NeverAgainIsNow #NeverForget 
@netanyahu @realDonaldTrump @BorisJohnson https://t.co/CAyym0BAYR",True,True,False,No comments.,1,False,3,False,True,13
283,I WENT TO MY NANY AND I WAS RUNNING AND SHR WAS KIKES TF ARE U OKAY AND U WAS IM IN A RUSH I ALWAYS WANTED TO SAU THUS EJFJJDJDJDJDJEUIDIDEU,True,True,False,misspelling of like?,2,False,3,False,False,13
284,@polish_truth @West_USA Communism and NAZIsm was created by Jews.,True,True,False,3.1.2,5,False,3,False,False,2
285,"@swilkinsonbc Those Zionazis will pay a hearty price for their atrocities. They are nothing but a bunch of killers , criminals and terrorists",True,True,False,No comments.,5,False,1,False,False,10
286,"#ZionNazi:

The new #coronavirus is forcing more top ZioNazis into isolation after the apartheid regime’s health minister, who has had frequent contact w pro apartheid, genocidal maniac &amp; Hitler wannabe —Netanyahoo, tested positive

 https://t.co/nAjD2YtfGh",True,True,False,3.1.7 and 3.1.10,5,False,1,False,False,7
287,The ZioNazis are the best students of the Nazis; they learned from them all shades of racism and crimes and today they are the masters of evil on earth https://t.co/LiKI7zsKQf https://t.co/Bu3O1naIp6,True,True,False,"3.1.7, 3.1.9, and 3.1.10",5,False,1,False,False,10
288,@swilkinsonbc Zionazi #IsraeliCrimes https://t.co/q7Wl43vPhD,False,True,False,No comments.,3,False,3,False,False,13
289,"@RichardBurgon @afneil This comment reminds me of you trying to defend your comment about Jews, which I believe Andrew managed to show your comments on video!!
Shame the last election was not really about the best but the least worse... was it also the worst defeat for Labour in the last 100 years?",True,True,False,No comments.,1,False,3,True,False,13
290,"Juan Felipe Montoya, presidente de huevos Kikes, quien habló del impacto del dólar alto en los costos de producir huevos en Colombia. https://t.co/TiX8Y1uoEn",True,False,False,No comments.,3,False,3,False,False,13
291,"@syhawkes @crustycobs @jeremycorbyn Mossad agents got angry zionazis in #London Golders Green to join labour as fake members, then they orchestrated mass fictitious  AS allegations to artificially make large numbers of false complaints &amp; clog up the system - it was all planned. These fake member haven't renewed!",True,True,False,Zionazi codeword for Jews,5,False,1,False,False,10
292,"Lots of interesting data here.
In short: Jews are still Democrats &amp; most disapprove of Trump &amp; will vote for any Dem. 

Jews don't mostly vote on Israel, but...almost all are pro-Israel &amp; majority disagree w/policies of Israeli government.
 https://t.co/jC9pqRagmP",True,True,False,No comments.,1,False,3,False,False,13
293,"We Jews, we, the destroyers, will remain the destroyers forever.  Nothing that you will do will meet our needs and demands. We will forever destroy because we need a world of our own.

– Maurice Samuel, You Gentiles",True,True,False,"Russian antisemite, linked to ""free currency"" website, deror.org",5,False,1,False,False,2
294,@Rachael_Swindon @GrahamDurham He's also a zionazi,True,True,False,No comments.,5,False,1,False,False,10
295,"A variant of don't-say-Jew-say-Zionist: 
""Don't say JewNazi, say Zionazi."" 
https://t.co/6azuUsD7yI",True,True,False,No comments.,1,False,3,True,False,13
296,"@YourFriendZippy @MaierViv Whatever next for the Brits, schoolbooks banned for depicting Jews dating non-Jews? https://t.co/KL97BII5hI",True,True,False,@YourFriendZippy's tweet is 3.1.10 but this user does not necessarily endorse this,2,False,2,False,False,13
297,"@Keir_Starmer @standardnews @JewishChron if You are not a Jew, they discriminate You!

boycott zioNaZis!
https://t.co/wObwGxfoDb",True,True,False,3.1.2 and 3.1.10,5,False,1,False,False,2
298,@EricJRacy @rosen_steve @JvpAction @jvplive @ACLUaz ZioNazi in the house!,True,True,False,No comments.,5,False,1,False,False,10
299,@mojos55 There never is when the zionazi gangsters run the show.  He was smuggled out in a wheelchair and taken away by  ambulance.,True,True,False,Zionazi codeword for Jews,5,False,1,False,False,10
300,"@GeographyNow So many Judeo languages on that map, undeniable that Jews were really important in the Arab world.",True,True,False,No comments.,1,False,3,False,False,13
301,"Rashida, I dare you to speak out against the persecution of Christians and Jews throughout much of the world.

Will you?

I think we all know the answer to that.",True,True,False,No comments.,1,False,3,True,False,13
302,Another zionazi pogrom,True,True,False,No comments.,5,False,1,False,False,10
303,@uopib89 @yosighh I don't know how to feel tho its not my place to speak..I feel bad for the Jews because someone still needs to teach the children about the Torah. The numbers of Jews in the world (some not practicing) is painful to see,True,True,False,No comments.,1,False,3,False,False,13
304,"@WhiteBastion @GiladAtzmon @SenSanders SOME Jews are parasitic for sure, but there are far more non-Jewish parasites in western society. Other Jews (Einstein being a classic example) have contributed disproportionately positively to our civilisation. https://t.co/5gdwRYKlFT",True,True,False,No comments.,1,False,3,True,False,13
305,"#Apartheid zionazist...
Ethnic cleansing, land seizure, home demolition, military occupation, bombing of Gaza..
Israel is copying South Africa very well

#SobatPalestinaINA 
#BelaBaitulMaqdis_AlQuds
https://t.co/JXXuu7oas7",False,True,False,No comments.,3,False,3,False,False,13
306,"Are you kidding? 
 
The Zionazis control our government and the Lamestream Media , so you do the math.",True,True,False,No comments.,5,False,1,False,False,10
307,"The East London Mosque blasts the Adhan, Islamic Call to Prayer

This Saudi funded jihad center preaches hate towards, Jews, Christians, Hindus, LGBT, women, the west, hosted terrorists such as Anwar Al Awlaki, produced ISIS fighters, etc.

The mosque has more than 7,000 devotees https://t.co/72rKDfJrj1",True,True,False,No comments.,1,False,3,True,False,13
308,"¡Que lo único que se esparza sea la yema de tus Kikes! Este sábado, a las 8:00 p.m., el programa de cocina más importante de Colombia se viste de rosa, junto a @almarosafun, para inspirar a las mujeres a prevenir de manera temprana el cáncer de mama. ¡No te lo pierdas! https://t.co/9UEtDA4p11",True,False,False,No comments.,3,False,3,False,False,13
309,says all the evil is coming from out of NEW YORK  and CIA HQ in virginia. =ZIONAZI'S.  i think he is right; and its been networking and spreading globally for around 120 years. https://t.co/GuizkH2ufy,True,True,False,Zionazi codeword for Jews,5,False,1,False,False,2
310,".@Puddleglum55  WHAT? 

If you knew enough then you would know that the fault is all on the Zionazis. Read the History from 1917 to 1948.",True,True,False,No comments.,5,False,1,False,False,10
